av|אָב
lifrok|לִפְרוֹק
lehiparek|לְהִיפָּרֵק
lefarked|לְפַרְקֵד
praklit|פְּרַקְלִיט
lehitporer|לְהִתְפּוֹרֵר
leforer|לְפוֹרֵר
hafara|הֲפָרָה
lehafer|לְהָפֵר
perush|פֵּירוּשׁ
lehafrish|לְהַפְרִישׁ
lefaresh|לְפָרֵשׁ
lehipares|לְהִיפָּרֵשׂ
parash|פָּרָשׁ
hefresh|הֶפְרֵשׁ
mifras|מִפְרָשׂ
lehitparesh|לְהִתְפָּרֵשׁ
lifrosh|לִפְרוֹשׁ
lifros|לִפְרוֹשׂ
lefarshen|לְפַרְשֵׁן
lefashet|לְפַשֵּׁט
pashut|פָּשׁוּט
hafshata|הַפְשָׁטָה
lehafshit|לְהַפְשִׁיט
lifshot|לִפְשׁוֹט
lehipashet|לְהִיפָּשֵׁט
lehitpashet|לְהִתְפַּשֵּׁט
lifsot|לִפְשׂוֹת
lehitfashel|לְהִתְפַשֵּׁל
lehafshil|לְהַפְשִׁיל
lefashel|לְפַשֵּׁל
lifshoa|לִפְשׁוֹעַ
lefashpesh|לְפַשְׁפֵּשׁ
pishpesh|פִּישְׁפֵּשׁ
lifshok|לִפְשׁוֹק
lifsok|לִפְשׂוֹק
lefasek|לְפַשֵּׂק
lefasher|לְפַשֵּׁר
lehitpasher|לְהִתְפַּשֵּׁר
lehafshir|לְהַפְשִׁיר
pshara|פְּשָׁרָה
posher|פּוֹשֵׁר
hitpatchut|הִתְפַּתְּחוּת
pituach|פִּיתּוּחַ
lehipateach|לְהִיפָּתֵחַ
lefateach|לְפַתֵּחַ
lehitpateach|לְהִתְפַּתֵּחַ
petach|פֶּתַח
pticha|פְּתִיחָה
mafteach|מַפְתֵּחַ
patuach|פָּתוּחַ
liftoach|לִפְתּוֹחַ
lefatot|לְפַתּוֹת
pituy|פִּיתּוּי
lehitpatot|לְהִתְפַּתּוֹת
pitayon|פִּיתָּיוֹן
lefatel|לְפַתֵּל
lehitpatel|לְהִתְפַּתֵּל
pitul|פִּיתּוּל
ptil|פְּתִיל
lehaftia|לְהַפְתִּיעַ
hafta'a|הַפְתָּעָה
liftor|לִפְתּוֹר
lehipater|לְהִיפָּתֵר
pitron|פִּתְרוֹן
pita|פִּיתָּה
pat|פַּת
tze'etza|צֶאֱצָא
lehatzbi|לְהַצְבִּיא
tzava|צָבָא
tzav|צַב
litzbot|לִצְבּוֹט
lehitzavet|לְהִיצָּבֵט
tziv'oni|צִבְעוֹנִי
tzeva|צֶבַע
litzboa|לִצְבּוֹעַ
lehitzavea|לְהִיצָּבֵעַ
lehatzbia|לְהַצְבִּיעַ
tzaba|צַבָּע
etzba|אֶצְבַּע
litzbor|לִצְבּוֹר
lehitzaver|לְהִיצָּבֵר
lehitztaber|לְהִצְטַבֵּר
matzber|מַצְבֵּר
tzibur|צִיבּוּר
tziburi|צִיבּוּרִי
tzvat|צְבָת
tzad|צַד
letzaded|לְצַדֵּד
lehatzdia|לְהַצְדִּיעַ
hatzda'a|הַצְדָּעָה
lehitztadek|לְהִצְטַדֵּק
litzdok|לִצְדּוֹק
lehatzdik|לְהַצְדִּיק
tzdaka|צְדָקָה
hatzdaka|הַצְדָּקָה
tzedek|צֶדֶק
tzadik|צַדִּיק
tzadik|צַדִּיק
mutzdak|מוּצְדָּק
tzehavhav|צְהַבְהַב
lehatzhiv|לְהַצְהִיב
tzahov|צָהוֹב
litzhol|לִצְהוֹל
tzohorayim|צוֹהֳרַייִם
lehatzhir|לְהַצְהִיר
hatzhara|הַצְהָרָה
tzohorayim|צוֹהֳרַייִם
latzud|לָצוּד
lehitzod|לְהִיצּוֹד
litzvoach|לִצְווֹחַ
lehitztavot|לְהִצְטַוּוֹת
mitzva|מִצְווָה
tzav|צַו
letzavot|לְצַוּוֹת
tzol|צוֹל
latzum|לָצוּם
tzom|צוֹם
latzuf|לָצוּף
lehatzif|לְהָצִיף
hatzafa|הֲצָפָה
lehatzitz|לְהָצִיץ
hatzatza|הֲצָצָה
latzutz|לָצוּץ
lehatzik|לְהָצִיק
metzuka|מְצוּקָה
hatzaka|הֲצָקָה
matzor|מָצוֹר
tzura|צוּרָה
latzur|לָצוּר
tzevet|צֶווֶת
tzach|צַח
letzachtzeach|לְצַחְצֵחַ
litzchok|לִצְחוֹק
lehatzchik|לְהַצְחִיק
tzchok|צְחוֹק
letzachek|לְצַחֵק
letzachkek|לְצַחְקֵק
letzatet|לְצַטֵּט
tzi|צִי
letzayed|לְצַייֵּד
lehitztayed|לְהִצְטַייֵּד
tziyud|צִיּוּד
letzayen|לְצַייֵּן
lehitztayen|לְהִצְטַייֵּן
tzinor|צִינּוֹר
tzini|צִינִי
tziniyut|צִינִיּוּת
tziporen|צִיפּוֹרֶן
tziporen|צִיפּוֹרֶן
tziporen|צִיפּוֹרֶן
letzayetz|לְצַייֵּץ
tziyutz|צִיּוּץ
lehitztayer|לְהִצְטַייֵּר
tzayar|צַייָּר
letzayer|לְצַייֵּר
tziyur|צִיּוּר
tzaytan|צַייְתָן
letzayet|לְצַייֵּת
tzalvan|צַלְבָן
tzlav|צְלָב
lehitztalev|לְהִצְטַלֵּב
lehatzliv|לְהַצְלִיב
hatzlacha|הַצְלָחָה
mutzlach|מוּצְלָח
litzloach|לִצְלוֹחַ
lehatzliach|לְהַצְלִיחַ
tzalachat|צַלַּחַת
lehitzalot|לְהִיצָּלוֹת
litzlot|לִצְלוֹת
litzlol|לִצְלוֹל
tzlil|צְלִיל
tzel|צֵל
lehatzel|לְהָצֵל
lehitztalel|לְהִצְטַלֵּל
letzalem|לְצַלֵּם
lehitztalem|לְהִצְטַלֵּם
tzelem|צֶלֶם
tzalam|צַלָּם
tzilum|צִילּוּם
matzlema|מַצְלֵמָה
tatzlum|תַּצְלוּם
litzloa|לִצְלוֹעַ
tzela|צֶלַע
lehatzlif|לְהַצְלִיף
tzalaf|צַלָּף
litzlof|לִצְלוֹף
letzaltzel|לְצַלְצֵל
tzaleket|צַלֶּקֶת
tzame|צָמֵא
litzmo|לִצְמוֹא
tzima'on|צִימָּאוֹן
lehatzmid|לְהַצְמִיד
lehitzamed|לְהִיצָּמֵד
tzamid|צָמִיד
litzmoach|לִצְמוֹחַ
lehatzmiach|לְהַצְמִיחַ
tzimchoni|צִמְחוֹנִי
tzimchonut|צִמְחוֹנוּת
tzemach|צֶמַח
lehitztamtzem|לְהִצְטַמְצֵם
tzamtzam|צַמְצָם
letzamtzem|לְצַמְצֵם
lehitztamek|לְהִצְטַמֵּק
tzemer|צֶמֶר
tzamri|צַמְרִי
tzameret|צַמֶּרֶת
lehitztamrer|לְהִצְטַמְרֵר
tzomet|צוֹמֶת
litzmot|לִצְמוֹת
litznoach|לִצְנוֹחַ
lehatzniach|לְהַצְנִיחַ
tzanchan|צַנְחָן
mitznach|מִצְנָח
matzneach|מַצְנֵחַ
metzunan|מְצוּנָּן
letzanen|לְצַנֵּן
lehitztanen|לְהִצְטַנֵּן
lehatzen|לְהָצֵן
lehitztanea|לְהִצְטַנֵּעַ
lehatznia|לְהַצְנִיעַ
tzanua|צָנוּעַ
lehatznif|לְהַצְנִיף
mitznefet|מִצְנֶפֶת
tzanif|צָנִיף
lehitztanef|לְהִצְטַנֵּף
litznof|לִצְנוֹף
tzantar|צַנְתָּר
letzanter|לְצַנְתֵּר
tzintur|צִינְתּוּר
litz'od|לִצְעוֹד
lehatz'id|לְהַצְעִיד
mitz'ad|מִצְעָד
tza'ad|צַעַד
tze'ida|צְעִידָה
tza'if|צָעִיף
tza'atzua|צַעֲצוּעַ
litz'ok|לִצְעוֹק
tze'aka|צְעָקָה
lehitzta'ek|לְהִצְטַעֵק
letza'er|לְצַעֵר
lehitzta'er|לְהִצְטַעֵר
tza'ir|צָעִיר
mitzpe|מִצְפֶּה
tzafuy|צָפוּי
tzefi|צֶפִי
lehitzafot|לְהִיצָּפוֹת
letzapot|לְצַפּוֹת
litzpot|לִצְפּוֹת
tzipiya|צִיפִּיָּה
matzpen|מַצְפֵּן
litzpon|לִצְפּוֹן
lehitzafen|לְהִיצָּפֵן
tzafon|צָפוֹן
tzofen|צוֹפֶן
tzafona|צָפוֹנָה
tzfoni|צְפוֹנִי
matzpun|מַצְפּוּן
lehatzpin|לְהַצְפִּין
tzafuf|צָפוּף
letzofef|לְצוֹפֵף
lehitztofef|לְהִצְטוֹפֵף
letzaftzef|לְצַפְצֵף
litzpor|לִצְפּוֹר
tzapar|צַפָּר
tzipor|צִיפּוֹר
litzrov|לִצְרוֹב
tzaruv|צָרוּב
tzarevet|צָרֶבֶת
lehitztared|לְהִצְטָרֵד
litzroach|לִצְרוֹחַ
tzarchan|צַרְחָן
tzriach|צְרִיחַ
lehitztarech|לְהִצְטָרֵךְ
litzroch|לִצְרוֹךְ
lehatzrich|לְהַצְרִיךְ
tzarich|צָרִיךְ
tzorech|צוֹרֶךְ
tzarchan|צַרְכָן
mitzrach|מִצְרָךְ
lehitzarech|לְהִיצָּרֵךְ
litzrom|לִצְרוֹם
lehitztaref|לְהִצְטָרֵף
letzaref|לְצָרֵף
tzrif|צְרִיף
litzrof|לִצְרוֹף
letzartzer|לְצַרְצֵר
litzror|לִצְרוֹר
tzar|צַר
lehatzer|לְהָצֵר
letzotet|לְצוֹתֵת
likbol|לִקְבּוֹל
lekabel|לְקַבֵּל
lehitkabel|לְהִתְקַבֵּל
lehakbil|לְהַקְבִּיל
kabala|קַבָּלָה
kibolet|קִיבּוֹלֶת
kabal|קַבָּל
lehikavea|לְהִיקָּבֵעַ
kavua|קָבוּעַ
lehitkabea|לְהִתְקַבֵּעַ
likboa|לִקְבּוֹעַ
kvutza|קְבוּצָה
lehikavetz|לְהִיקָּבֵץ
lekabetz|לְקַבֵּץ
kovetz|קוֹבֶץ
kabtzan|קַבְּצָן
lehitkabetz|לְהִתְקַבֵּץ
kibutz|קִיבּוּץ
likbor|לִקְבּוֹר
lehikaver|לְהִיקָּבֵר
kavur|קָבוּר
kvura|קְבוּרָה
kever|קֵבֶר
kabarnit|קַבַּרְנִיט
lakod|לָקוֹד
lekaded|לְקַדֵּד
kadachat|קַדַּחַת
lehakdiach|לְהַקְדִּיחַ
likdoach|לִקְדּוֹחַ
lehikadeach|לְהִיקָּדֵחַ
makdecha|מַקְדֵּחָה
ekdach|אֶקְדָּח
mukdam|מוּקְדָּם
lekadem|לְקַדֵּם
lehakdim|לְהַקְדִּים
lehitkadem|לְהִתְקַדֵּם
hitkadmut|הִתְקַדְּמוּת
kidma|קִדְמָה
kidomet|קִידּוֹמֶת
kadima|קָדִימָה
hakdama|הַקְדָּמָה
takdim|תַּקְדִּים
likdom|לִקְדּוֹם
lehitkader|לְהִתְקַדֵּר
likdor|לִקְדּוֹר
kadosh|קָדוֹשׁ
lekadesh|לְקַדֵּשׁ
lehitkadesh|לְהִתְקַדֵּשׁ
lehakdish|לְהַקְדִּישׁ
mikdash|מִקְדָּשׁ
kodesh|קוֹדֶשׁ
lehitkahot|לְהִתְקַהוֹת
lehakhot|לְהַקְהוֹת
kehila|קְהִילָּה
lehitkahel|לְהִתְקַהֵל
makhela|מַקְהֵלָה
lehikahel|לְהִיקָּהֵל
kahal|קָהָל
kehilati|קְהִלָּתִי
kav|קַו
lekavot|לְקַוּוֹת
lehikavot|לְהִיקָּווֹת
tikva|תִּקְווָה
kol|קוֹל
kolnoa|קוֹלְנוֹעַ
lakum|לָקוּם
lehakim|לְהָקִים
lekomem|לְקוֹמֵם
lehitkomem|לְהִתְקוֹמֵם
makom|מָקוֹם
tkuma|תְּקוּמָה
yekum|יְקוּם
mekomi|מְקוֹמִי
komunist|קוֹמוּנִיסְט
kina|קִינָה
mekuvan|מְקוּוָּן
lekonen|לְקוֹנֵן
kufsa|קוּפְסָה
lakutz|לָקוּץ
makor|מָקוֹר
lekazez|לְקַזֵּז
lehitkazez|לְהִתְקַזֵּז
lekatev|לְקַטֵּב
lehitkotet|לְהִתְקוֹטֵט
liktol|לִקְטוֹל
lehikatel|לְהִיקָּטֵל
lekatel|לְקַטֵּל
lehitkatel|לְהִתְקַטֵּל
likton|לִקְטוֹן
lehaktin|לְהַקְטִין
katan|קָטָן
liktoa|לִקְטוֹעַ
lehikatea|לְהִיקָּטֵעַ
keta|קֶטַע
liktof|לִקְטוֹף
lehikatef|לְהִיקָּטֵף
ktifa|קְטִיפָה
lekater|לְקַטֵּר
katar|קַטָּר
kitor|קִיטוֹר
lehaktir|לְהַקְטִיר
lehaki|לְהָקִיא
keiva|קֵיבָה
lekayem|לְקַייֵּם
lehitkayem|לְהִתְקַייֵּם
kiyum|קִיּוּם
kayam|קַייָּם
kinamon|קִינָמוֹן
lehakitz|לְהָקִיץ
kayitz|קַיִץ
kir|קִיר
lehaklid|לְהַקְלִיד
haklada|הַקְלָדָה
mikledet|מִקְלֶדֶת
lehitkaleach|לְהִתְקַלֵּחַ
likloach|לִקְלוֹחַ
miklachat|מִקְלַחַת
lekaleach|לְקַלֵּחַ
lehaklit|לְהַקְלִיט
lehikalet|לְהִיקָּלֵט
miklat|מִקְלָט
haklata|הַקְלָטָה
hikaltut|הִיקָּלְטוּת
kaletet|קַלֶּטֶת
maklet|מַקְלֵט
taklit|תַּקְלִיט
liklot|לִקְלוֹט
liklot|לִקְלוֹת
lehikalot|לְהִיקָּלוֹת
kalon|קָלוֹן
kalut|קַלּוּת
lekalel|לְקַלֵּל
lehakel|לְהָקֵל
klala|קְלָלָה
kal|קַל
lehikalea|לְהִיקָּלֵעַ
kela|קֶלַע
kala|קָלָע
maklea|מַקְלֵעַ
kalia|קָלִיעַ
likloa|לִקְלוֹעַ
lekalef|לְקַלֵּף
liklof|לִקְלוֹף
lehitkalef|לְהִתְקַלֵּף
lehaklik|לְהַקְלִיק
lekalkel|לְקַלְקֵל
lehitkalkel|לְהִתְקַלְקֵל
kilshon|קִלְשׁוֹן
kemach|קֶמַח
lekamet|לְקַמֵּט
lehitkamet|לְהִתְקַמֵּט
lehikamel|לְהִיקָּמֵל
lekametz|לְקַמֵּץ
kamtzan|קַמְצָן
kometz|קוֹמֶץ
likmotz|לִקְמוֹץ
lehitkametz|לְהִתְקַמֵּץ
lehitkamtzen|לְהִתְקַמְצֵן
kmira|קְמִירָה
kamur|קָמוּר
lekamer|לְקַמֵּר
kemer|קֶמֶר
kin'a|קִנְאָה
kana|קַנָּא
kanay|קַנַּאי
kana'ut|קַנָּאוּת
lekane|לְקַנֵּא
lehitkane|לְהִתְקַנֵּא
lekaneach|לְקַנֵּחַ
lehaknit|לְהַקְנִיט
haknata|הַקְנָטָה
lekanter|לְקַנְטֵר
liknot|לִקְנוֹת
lehikanot|לְהִיקָּנוֹת
lehaknot|לְהַקְנוֹת
kniya|קְנִיָּה
kanuy|קָנוּי
kanyon|קַנְיוֹן
kanyon|קַנְיוֹן
lekanen|לְקַנֵּן
liknos|לִקְנוֹס
lehikanes|לְהִיקָּנֵס
liksom|לִקְסוֹם
lehaksim|לְהַקְסִים
kesem|קֶסֶם
leka'akea|לְקַעְקֵעַ
ka'ur|קָעוּר
ke'ira|קְעִירָה
ke'ara|קְעָרָה
lehikafe|לְהִיקָּפֵא
lehakpi|לְהַקְפִּיא
hakpa'a|הַקְפָּאָה
kipa'on|קִיפָּאוֹן
likpo|לִקְפּוֹא
lekaped|לְקַפֵּד
lehakpid|לְהַקְפִּיד
kafe|קָפֶה
mekupach|מְקוּפָּח
lekapeach|לְקַפֵּחַ
likpoach|לִקְפּוֹחַ
lekapot|לְקַפּוֹת
lekapel|לְקַפֵּל
lehitkapel|לְהִתְקַפֵּל
kipul|קִיפּוּל
lehakpitz|לְהַקְפִּיץ
kfitz|קְפִיץ
likpotz|לִקְפּוֹץ
lekapetz|לְקַפֵּץ
lehaktziv|לְהַקְצִיב
ketzev|קֶצֶב
katzav|קַצָּב
kitzba|קִצְבָּה
taktziv|תַּקְצִיב
katzuv|קָצוּב
ktzuba|קְצוּבָּה
liktzov|לִקְצוֹב
kitzba|קִצְבָּה
lehaktzot|לְהַקְצוֹת
lehaktzin|לְהַקְצִין
katzin|קָצִין
miktzo'i|מִקְצוֹעִי
lehaktzia|לְהַקְצִיעַ
miktzoa|מִקְצוֹעַ
katzefet|קַצֶּפֶת
ketzef|קֶצֶף
liktzof|לִקְצוֹף
ketzef|קֶצֶף
lehaktzif|לְהַקְצִיף
lekatzetz|לְקַצֵּץ
liktzotz|לִקְצוֹץ
katzir|קָצִיר
liktzor|לִקְצוֹר
lehikatzer|לְהִיקָּצֵר
lekatzer|לְקַצֵּר
lehitkatzer|לְהִתְקַצֵּר
katzar|קָצָר
ketzer|קֶצֶר
katzeret|קַצֶּרֶת
kitzur|קִיצּוּר
ktzat|קְצָת
likro|לִקְרוֹא
lehikare|לְהִיקָּרֵא
lehakri|לְהַקְרִיא
kri'a|קְרִיאָה
likrov|לִקְרוֹב
lekarev|לְקָרֵב
lehitkarev|לְהִתְקָרֵב
lehakriv|לְהַקְרִיב
hakrava|הַקְרָבָה
kirva|קִרְבָה
karov|קָרוֹב
takriv|תַּקְרִיב
korban|קוֹרְבָּן
lehakriach|לְהַקְרִיחַ
kerach|קֶרַח
kereach|קֵירֵחַ
karachat|קָרַחַת
lehikarot|לְהִיקָּרוֹת
likrot|לִקְרוֹת
lekarot|לְקָרוֹת
mikre|מִקְרֶה
kirya|קִרְיָה
takrit|תַּקְרִית
tikra|תִּקְרָה
karyan|קַרְייָן
lehakrim|לְהַקְרִים
lehikarem|לְהִיקָּרֵם
likrom|לִקְרוֹם
likron|לִקְרוֹן
lehakrin|לְהַקְרִין
hakrana|הַקְרָנָה
keren|קֶרֶן
keren|קֶרֶן
krina|קְרִינָה
likros|לִקְרוֹס
likroa|לִקְרוֹעַ
lehikarea|לְהִיקָּרֵעַ
karua|קָרוּעַ
likrotz|לִקְרוֹץ
lekartzef|לְקַרְצֵף
lekarkea|לְקַרְקֵעַ
karka|קַרְקַע
karkefet|קַרְקֶפֶת
kirkuf|קִירְקוּף
lekarkef|לְקַרְקֵף
lekarker|לְקַרְקֵר
karir|קָרִיר
lekarer|לְקָרֵר
kar|קַר
lehitkarer|לְהִתְקָרֵר
kor|קוֹר
lehitkaresh|לְהִתְקָרֵשׁ
lehakrish|לְהַקְרִישׁ
keresh|קֶרֶשׁ
hakshava|הַקְשָׁבָה
lehakshiv|לְהַקְשִׁיב
kashuv|קַשּׁוּב
lehakshiach|לְהַקְשִׁיחַ
lekashet|לְקַשֵּׁט
lehitkashet|לְהִתְקַשֵּׁט
likshot|לִקְשׁוֹט
lehitkashot|לְהִתְקַשּׁוֹת
lehakshot|לְהַקְשׁוֹת
kashe|קָשֶׁה
koshi|קוֹשִׁי
likshot|לִקְשׁוֹת
lekashkesh|לְקַשְׁקֵשׁ
lehikasher|לְהִיקָּשֵׁר
lekasher|לְקַשֵּׁר
kesher|קֶשֶׁר
heksher|הֶקְשֵׁר
tikshoret|תִּקְשׁוֹרֶת
kashur|קָשׁוּר
lehitkasher|לְהִתְקַשֵּׁר
likshor|לִקְשׁוֹר
kishur|קִישּׁוּר
kishur|קִישּׁוּר
lekoshesh|לְקוֹשֵׁשׁ
lekashet|לְקַשֵּׁת
re'ayon|רֵיאָיוֹן
lir'ot|לִרְאוֹת
lehera'ot|לְהֵירָאוֹת
lehar'ot|לְהַרְאוֹת
ra'uy|רָאוּי
nir'e|נִרְאֶה
mar'a|מַרְאָה
lehitra'ot|לְהִתְרָאוֹת
lerayen|לְרַאְייֵן
lehitrayen|לְהִתְרַאְייֵן
bereshit|בְּרֵאשִׁית
reshit|רֵאשִׁית
reshit|רֵאשִׁית
rosh|רֹאשׁ
rishon|רִאשׁוֹן
bereshit|בְּרֵאשִׁית
rov|רוֹב
ribit|רִיבִּית
rav|רַב
ribud|רִיבּוּד
lerabed|לְרַבֵּד
tarbut|תַּרְבּוּת
leharbot|לְהַרְבּוֹת
lehitrabot|לְהִתְרַבּוֹת
lirbot|לִרְבּוֹת
harbe|הַרְבֵּה
ribuy|רִיבּוּי
reva|רֶבַע
ravua|רָבוּעַ
revi'i|רְבִיעִי
lerabea|לְרַבֵּעַ
ribua|רִיבּוּעַ
rova|רוֹבַע
lirbotz|לִרְבּוֹץ
leharbitz|לְהַרְבִּיץ
lehitravrev|לְהִתְרַבְרֵב
lirgoz|לִרְגּוֹז
lehargiz|לְהַרְגִּיז
leheragez|לְהֵירָגֵז
lehitragez|לְהִתְרַגֵּז
leragel|לְרַגֵּל
lehargil|לְהַרְגִּיל
rigul|רִיגּוּל
hergel|הֶרְגֵּל
ragil|רָגִיל
regel|רֶגֶל
targil|תַּרְגִּיל
lehitragel|לְהִתְרַגֵּל
lirgom|לִרְגּוֹם
margema|מַרְגֵּמָה
lehargia|לְהַרְגִּיעַ
leheragea|לְהֵירָגֵעַ
harga'a|הַרְגָּעָה
ragua|רָגוּעַ
rega|רֶגַע
leheragesh|לְהֵירָגֵשׁ
lehargish|לְהַרְגִּישׁ
leragesh|לְרַגֵּשׁ
lehitragesh|לְהִתְרַגֵּשׁ
hargasha|הַרְגָּשָׁה
hitragshut|הִתְרַגְּשׁוּת
regesh|רֶגֶשׁ
margash|מַרְגָּשׁ
ragish|רָגִישׁ
lirgosh|לִרְגּוֹשׁ
leraded|לְרַדֵּד
radud|רָדוּד
radud|רָדוּד
lirdot|לִרְדּוֹת
heradmut|הֵירָדְמוּת
leheradem|לְהֵירָדֵם
lehardim|לְהַרְדִּים
tardema|תַּרְדֵּמָה
lirdof|לִרְדּוֹף
leheradef|לְהֵירָדֵף
leharhiv|לְהַרְהִיב
lerahet|לְרַהֵט
rahat|רַהַט
rahit|רָהִיט
lirhot|לִרְהוֹט
rihut|רִיהוּט
meruvach|מְרוּוָּח
lirvoach|לִרְווֹחַ
leraveach|לְרַווֵּחַ
leharviach|לְהַרְווִיחַ
mirvach|מִרְווָח
ruach|רוּחַ
lehitraveach|לְהִתְרַווֵּחַ
lirvot|לִרְווֹת
leharvot|לְהַרְווֹת
leharim|לְהָרִים
rama|רָמָה
lehitromem|לְהִתְרוֹמֵם
leromem|לְרוֹמֵם
truma|תְּרוּמָה
leharia|לְהָרִיעַ
larutz|לָרוּץ
lehitrotzetz|לְהִתְרוֹצֵץ
ritza|רִיצָה
meritza|מְרִיצָה
ratz|רָץ
leharitz|לְהָרִיץ
ravak|רַווָּק
lirzot|לִרְזוֹת
leharzot|לְהַרְזוֹת
harzaya|הַרְזָיָה
raze|רָזֶה
lirchov|לִרְחוֹב
leharchiv|לְהַרְחִיב
lehitrachev|לְהִתְרַחֵב
rechava|רְחָבָה
harchava|הַרְחָבָה
rachav|רָחָב
rochav|רוֹחַב
rechov|רְחוֹב
lerachem|לְרַחֵם
lehitrachem|לְהִתְרַחֵם
lerachef|לְרַחֵף
lirchotz|לִרְחוֹץ
leherachetz|לְהֵירָחֵץ
rechitza|רְחִיצָה
tarchitz|תַּרְחִיץ
lehitrachetz|לְהִתְרַחֵץ
leharchik|לְהַרְחִיק
harchaka|הַרְחָקָה
rachok|רָחוֹק
merchak|מֶרְחָק
lehitrachek|לְהִתְרַחֵק
lerachreach|לְרַחְרֵחַ
lirchosh|לִרְחוֹשׁ
lehitrachesh|לְהִתְרַחֵשׁ
leheratev|לְהֵירָטֵב
lehartiv|לְהַרְטִיב
lehitratev|לְהִתְרַטֵּב
ratov|רָטוֹב
lehartit|לְהַרְטִיט
lirtot|לִרְטוֹט
leratet|לְרַטֵּט
lirton|לִרְטוֹן
leratesh|לְרַטֵּשׁ
lariv|לָרִיב
meriva|מְרִיבָה
lehariach|לְהָרִיחַ
reach|רֵיחַ
rimon|רִימּוֹן
rek|רֵיק
leharik|לְהָרִיק
rik|רִיק
leroken|לְרוֹקֵן
lehitroken|לְהִתְרוֹקֵן
larir|לָרִיר
leroshesh|לְרוֹשֵׁשׁ
lehitroshesh|לְהִתְרוֹשֵׁשׁ
lehitrakev|לְהִתְרַכֵּב
tirkovet|תִּרְכּוֹבֶת
lirkov|לִרְכּוֹב
hitrakvut|הִתְרַכְּבוּת
herkev|הֶרְכֵּב
harkava|הַרְכָּבָה
murkav|מוּרְכָּב
merukav|מְרוּכָּב
rechev|רֶכֶב
rakevet|רַכֶּבֶת
rechiv|רְכִיב
merkava|מֶרְכָּבָה
leharkiv|לְהַרְכִּיב
lerakez|לְרַכֵּז
lehitrakez|לְהִתְרַכֵּז
tarkiz|תַּרְכִּיז
merkaz|מֶרְכָּז
rakaz|רַכָּז
lerakech|לְרַכֵּךְ
lehitrakech|לְהִתְרַכֵּךְ
rikuch|רִיכּוּךְ
rach|רַךְ
lerachel|לְרַכֵל
lirkol|לִרְכּוֹל
lirkon|לִרְכּוֹן
leharkin|לְהַרְכִּין
lirkos|לִרְכּוֹס
lirkosh|לִרְכּוֹשׁ
leherachesh|לְהֵירָכֵשׁ
rechisha|רְכִישָׁה
rechesh|רֶכֶשׁ
leramez|לְרַמֵּז
lirmoz|לִרְמוֹז
leheramez|לְהֵירָמֵז
remez|רֶמֶז
romach|רוֹמַח
leramot|לְרַמּוֹת
lirmot|לִרְמוֹת
mirma|מִרְמָה
ramay|רַמַּאי
lirmos|לִרְמוֹס
leherames|לְהֵירָמֵס
lirmos|לִרְמוֹשׂ
renana|רְנָנָה
rina|רִינָּה
lehitronen|לְהִתְרוֹנֵן
leranen|לְרַנֵּן
lerasen|לְרַסֵּן
lerases|לְרַסֵּס
lerasek|לְרַסֵּק
lehitrasek|לְהִתְרַסֵּק
hitraskut|הִתְרַסְּקוּת
resek|רֶסֶק
rea|רֵעַ
lir'ov|לִרְעוֹב
lehar'iv|לְהַרְעִיב
ra'av|רָעָב
ra'ev|רָעֵב
re'avtan|רְעַבְתָּן
lir'od|לִרְעוֹד
lehar'id|לְהַרְעִיד
ra'ad|רַעַד
lehera'ed|לְהֵירָעֵד
lir'ot|לִרְעוֹת
ra'ayon|רַעֲיוֹן
lehar'il|לְהַרְעִיל
har'ala|הַרְעָלָה
ra'al|רַעַל
ra'il|רָעִיל
tar'ela|תַּרְעֵלָה
lir'om|לִרְעוֹם
lehar'im|לְהַרְעִים
ra'am|רַעַם
lehitra'em|לְהִתְרַעֵם
lera'anen|לְרַעְנֵן
lehitra'anen|לְהִתְרַעְנֵן
ri'anun|רִיעְנוּן
leharea|לְהָרֵעַ
lehitro'ea|לְהִתְרוֹעֵעַ
ra|רַע
lehar'if|לְהַרְעִיף
ra'af|רַעַף
lir'otz|לִרְעוֹץ
lehera'etz|לְהֵירָעֵץ
lir'osh|לִרְעוֹשׁ
lehera'esh|לְהֵירָעֵשׁ
lehar'ish|לְהַרְעִישׁ
ra'ash|רַעַשׁ
rofe|רוֹפֵא
lirpo|לִרְפּוֹא
leherafe|לְהֵירָפֵא
lehitrape|לְהִתְרַפֵּא
mirpa'a|מִרְפָּאָה
refu'a|רְפוּאָה
trufa|תְּרוּפָה
lerape|לְרַפֵּא
leraped|לְרַפֵּד
lehitrapet|לְהִתְרַפֵּט
lerapet|לְרַפֵּט
lirpot|לִרְפּוֹת
lerapot|לְרַפּוֹת
leharpot|לְהַרְפּוֹת
rifyon|רִפְיוֹן
lehitrapes|לְהִתְרַפֵּס
mirpeset|מִרְפֶּסֶת
lehitrofef|לְהִתְרוֹפֵף
marpek|מַרְפֵּק
lehitrapek|לְהִתְרַפֵּק
lerafref|לְרַפְרֵף
hartza'a|הַרְצָאָה
leratzed|לְרַצֵּד
retzach|רֶצַח
lirtzoach|לִרְצוֹחַ
leheratzeach|לְהֵירָצֵחַ
lirtzot|לִרְצוֹת
lehitratzot|לְהִתְרַצּוֹת
lehartzot|לְהַרְצוֹת
leratzot|לְרַצּוֹת
ratzon|רָצוֹן
retzini|רְצִינִי
retzini|רְצִינִי
martzea|מַרְצֵעַ
